berry,main_tree_type,forest_development_class,x,y,year,week_number,Latitude,Longitude,Coordinates
lingonberry,pine,old,420000,7140000,2021,36,64.37637889103851,25.34193331218433,"64.37637889103851,25.341933312184327"
lingonberry,pine,plantation,410000,7070000,2021,35,63.74604073601034,25.17631170817147,"63.746040736010336,25.176311708171472"
lingonberry,pine,plantation,550000,6860000,2021,36,61.86942603419131,27.95057091804935,"61.86942603419131,27.950570918049355"
lingonberry,pine,old,450000,6760000,2021,33,60.97181150018109,26.07634075546032,"60.97181150018109,26.076340755460322"
lingonberry,pine,seedling,640000,7070000,2021,35,63.72968305045666,29.83562235445289,"63.729683050456664,29.83562235445289"
lingonberry,pine,old,490000,7150000,2021,36,64.47533347586672,26.79201116459836,"64.47533347586672,26.79201116459836"
lingonberry,pine,old,480000,7150000,2021,35,64.47489255508702,26.58402730238922,"64.47489255508702,26.58402730238922"
lingonberry,spruce,seedling,570000,7240000,2021,35,65.27557679478303,28.49999468772389,"65.27557679478303,28.499994687723895"
lingonberry,spruce,seedling,220000,6840000,2021,36,61.5912107854403,21.72062212194233,"61.5912107854403,21.720622121942327"
lingonberry,pine,seedling,530000,6990000,2021,34,63.03834587705324,27.59305447971724,"63.03834587705324,27.59305447971724"
lingonberry,spruce,seedling,540000,7070000,2021,35,63.75529226442818,27.81072638258808,"63.75529226442818,27.81072638258808"
lingonberry,spruce,plantation,300000,6900000,2021,36,62.17850031492385,23.15743425228411,"62.17850031492385,23.15743425228411"
lingonberry,pine,seedling,490000,6820000,2021,37,61.51350079948964,26.8120671509898,"61.51350079948964,26.8120671509898"
lingonberry,pine,plantation,620000,7100000,2021,37,64.00605871491565,29.45437074917693,"64.00605871491565,29.454370749176935"
lingonberry,pine,old,570000,7720000,2021,37,69.57940544236097,28.79788518449983,"69.57940544236097,28.79788518449983"
lingonberry,pine,plantation,550000,6860000,2021,36,61.86942603419131,27.95057091804935,"61.86942603419131,27.950570918049355"
lingonberry,pine,old,610000,6840000,2021,36,61.67740315531292,29.07845717885191,"61.677403155312916,29.078457178851906"
lingonberry,pine,old,630000,6840000,2021,36,61.67115094411896,29.45597925527323,"61.671150944118956,29.45597925527323"
lingonberry,pine,old,510000,6810000,2021,37,61.42372846636539,27.18739283992106,"61.42372846636539,27.187392839921063"
lingonberry,spruce,old,290000,6790000,2021,36,61.18794819224924,23.09256168218762,"61.18794819224924,23.09256168218762"
lingonberry,pine,old,240000,6870000,2021,34,61.87353963442405,22.05307659104899,"61.87353963442405,22.053076591048992"
lingonberry,pine,plantation,550000,6980000,2021,34,62.94639830650993,27.98533934555251,"62.946398306509934,27.985339345552514"
lingonberry,pine,old,390000,6730000,2021,38,60.69049026191773,24.98554835955919,"60.69049026191773,24.98554835955919"
lingonberry,pine,old,400000,6810000,2021,35,61.41096894323828,25.12665719775865,"61.41096894323828,25.126657197758647"
lingonberry,pine,old,560000,6860000,2021,35,61.86798143940558,28.14064416721968,"61.867981439405575,28.14064416721968"
lingonberry,pine,plantation,350000,7060000,2021,35,63.63594169773115,23.97175124306635,"63.63594169773115,23.971751243066347"
lingonberry,pine,old,600000,6860000,2021,36,61.85957851211047,28.90067685282549,"61.85957851211047,28.900676852825494"
lingonberry,spruce,plantation,520000,7300000,2021,39,65.8207478442539,27.43759257958034,"65.8207478442539,27.437592579580336"
lingonberry,pine,plantation,570000,7320000,2021,36,65.99308654415161,28.54201365048702,"65.99308654415161,28.542013650487018"
lingonberry,pine,clearing,570000,7410000,2021,30,66.80018695321921,28.59249727980589,"66.80018695321921,28.59249727980589"
lingonberry,pine,old,250000,6930000,2021,36,62.41692991511912,22.15738203621117,"62.41692991511912,22.157382036211175"
lingonberry,pine,old,250000,6930000,2021,36,62.41692991511912,22.15738203621117,"62.41692991511912,22.157382036211175"
lingonberry,pine,plantation,450000,7220000,2021,41,65.0998142832232,25.93569202570046,"65.0998142832232,25.93569202570046"
lingonberry,pine,clearing,460000,7210000,2021,41,65.01145749631841,26.15138008003732,"65.01145749631841,26.151380080037324"
cloudberry,pine,plantation,440000,7040000,2021,28,63.48327023646621,25.7954514894865,"63.48327023646621,25.7954514894865"
cloudberry,pine,old,660000,6970000,2021,28,62.82505113472511,30.14091537248861,"62.825051134725115,30.140915372488614"
cloudberry,swamp,clearing,510000,7240000,2021,28,65.2828926833805,27.21432873491355,"65.2828926833805,27.214328734913547"
cloudberry,pine,plantation,530000,7130000,2021,28,64.29469736885152,27.61988870289101,"64.29469736885152,27.61988870289101"
cloudberry,pine,plantation,560000,7270000,2021,28,65.54665834435944,28.29903317642823,"65.54665834435944,28.29903317642823"
cloudberry,pine,clearing,570000,7270000,2021,28,65.54465258036804,28.51545297198923,"65.54465258036804,28.51545297198923"
cloudberry,pine,clearing,360000,7050000,2021,28,63.55041203610168,24.18221667408035,"63.550412036101676,24.182216674080355"
cloudberry,open,clearing,510000,7320000,2021,28,66.00064945186834,27.22033547249233,"66.00064945186834,27.220335472492327"
cloudberry,pine,plantation,380000,7330000,2021,28,66.06774705289152,24.34837655185306,"66.06774705289152,24.348376551853057"
cloudberry,pine,clearing,400000,7320000,2021,28,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
cloudberry,pine,clearing,400000,7320000,2021,28,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
cloudberry,spruce,clearing,430000,7360000,2021,28,66.35181063953377,25.43598812147048,"66.35181063953377,25.43598812147048"
cloudberry,swamp,clearing,640000,7080000,2021,29,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
cloudberry,pine,plantation,650000,7040000,2021,29,63.45669901142515,30.00927673229397,"63.45669901142515,30.009276732293966"
cloudberry,pine,clearing,570000,7410000,2021,28,66.80018695321921,28.59249727980589,"66.80018695321921,28.59249727980589"
cloudberry,pine,clearing,560000,7280000,2021,29,65.63635603280639,28.3035179422745,"65.63635603280639,28.303517942274496"
cloudberry,pine,clearing,480000,7290000,2021,28,65.73103180877922,26.56392600967001,"65.73103180877922,26.56392600967001"
cloudberry,pine,plantation,570000,7340000,2021,29,66.17245115382819,28.55292728037216,"66.17245115382819,28.552927280372156"
cloudberry,pine,clearing,580000,7260000,2021,29,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
cloudberry,pine,clearing,580000,7260000,2021,29,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
cloudberry,pine,clearing,580000,7260000,2021,29,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
cloudberry,pine,clearing,440000,7370000,2021,29,66.44358019442852,25.65452968275375,"66.44358019442852,25.654529682753747"
cloudberry,pine,clearing,550000,7270000,2021,28,65.5483556910314,28.08257947419481,"65.5483556910314,28.082579474194805"
cloudberry,pine,old,550000,7370000,2021,30,66.44535030179529,28.1212832161711,"66.44535030179529,28.121283216171097"
cloudberry,swamp,clearing,570000,7720000,2021,30,69.57940544236097,28.79788518449983,"69.57940544236097,28.79788518449983"
cloudberry,pine,plantation,580000,7310000,2021,30,65.90104939688351,28.75601873530999,"65.90104939688351,28.75601873530999"
cloudberry,pine,clearing,630000,7070000,2021,29,63.73352235593325,29.63334504098751,"63.73352235593325,29.63334504098751"
cloudberry,swamp,clearing,490000,7330000,2021,30,66.09036425256387,26.77888746332388,"66.09036425256387,26.778887463323883"
cloudberry,birch,clearing,470000,7150000,2021,28,64.47415770882945,26.37605338583101,"64.47415770882945,26.376053385831007"
cloudberry,birch,seedling,490000,7320000,2021,29,66.00064945186834,26.77966452750767,"66.00064945186834,26.779664527507673"
cloudberry,swamp,clearing,640000,7080000,2021,29,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
cloudberry,pine,clearing,580000,7230000,2021,30,65.18360599021689,28.70837067647486,"65.18360599021689,28.70837067647486"
cloudberry,pine,seedling,380000,7450000,2021,30,67.14305089644043,24.23083163842139,"67.14305089644043,24.23083163842139"
cloudberry,birch,clearing,430000,7400000,2021,30,66.71051424952127,25.41329028245461,"66.71051424952127,25.413290282454607"
cloudberry,pine,clearing,450000,7320000,2021,28,65.9968676262279,25.89844218184439,"65.9968676262279,25.898442181844388"
cloudberry,pine,clearing,490000,7470000,2021,28,67.34626194946154,26.76734120543229,"67.34626194946154,26.76734120543229"
cloudberry,pine,clearing,570000,7200000,2021,28,64.91679107238355,28.47991761865726,"64.91679107238355,28.47991761865726"
cloudberry,pine,clearing,560000,7270000,2021,29,65.54665834435944,28.29903317642823,"65.54665834435944,28.29903317642823"
cloudberry,pine,clearing,580000,7320000,2021,30,65.99072374551635,28.76218185740364,"65.99072374551635,28.762181857403643"
cloudberry,swamp,clearing,480000,7200000,2021,41,64.9235385116803,26.57708776874099,"64.9235385116803,26.57708776874099"
cloudberry,swamp,clearing,480000,7200000,2021,41,64.9235385116803,26.57708776874099,"64.9235385116803,26.57708776874099"
bilberry,spruce,old,390000,6720000,2019,27,60.60076177751631,24.99114302977634,"60.60076177751631,24.991143029776342"
bilberry,pine,plantation,530000,6790000,2019,28,61.24315646359449,27.55895638510091,"61.24315646359449,27.55895638510091"
bilberry,pine,old,390000,6740000,2019,28,60.78021722649141,24.97991749084244,"60.78021722649141,24.979917490842436"
bilberry,pine,old,270000,6710000,2019,28,60.46042571829598,22.81633281722572,"60.46042571829598,22.81633281722572"
bilberry,spruce,old,480000,7030000,2019,28,63.39802750353635,26.59969124978069,"63.398027503536355,26.599691249780687"
bilberry,pine,old,550000,6840000,2019,29,61.68991320469265,27.94504522982603,"61.68991320469265,27.945045229826032"
bilberry,pine,old,550000,6840000,2019,29,61.68991320469265,27.94504522982603,"61.68991320469265,27.945045229826032"
bilberry,pine,plantation,290000,6780000,2019,29,61.0983792157712,23.10363083806073,"61.0983792157712,23.10363083806073"
bilberry,pine,plantation,290000,6930000,2019,29,62.44165992217434,22.92965386387463,"62.44165992217434,22.92965386387463"
bilberry,pine,plantation,430000,7020000,2019,29,63.30199940059413,25.60350873283314,"63.30199940059413,25.603508732833145"
bilberry,pine,plantation,350000,7060000,2019,29,63.63594169773115,23.97175124306635,"63.63594169773115,23.971751243066347"
bilberry,pine,seedling,620000,7010000,2019,29,63.19907222959586,29.38574760913852,"63.19907222959586,29.385747609138516"
bilberry,pine,old,650000,7130000,2019,29,64.26323043944537,30.09681796774052,"64.26323043944537,30.096817967740524"
bilberry,pine,old,410000,7040000,2019,29,63.47694058879721,25.19347674995947,"63.476940588797206,25.193476749959466"
bilberry,pine,old,500000,6970000,2019,29,62.86008095264762,27.0,"62.86008095264762,27.0"
bilberry,pine,old,450000,6720000,2019,28,60.61273021695396,26.08662194622393,"60.612730216953956,26.086621946223925"
bilberry,pine,plantation,500000,6880000,2019,30,62.05224217088172,27.0,"62.05224217088172,27.0"
bilberry,pine,plantation,400000,7330000,2019,30,66.07470334835045,24.7898713440476,"66.07470334835045,24.789871344047604"
bilberry,spruce,old,440000,7060000,2019,29,63.66272145965444,25.78784554414271,"63.66272145965444,25.787845544142705"
bilberry,pine,plantation,410000,6800000,2019,30,61.32368176631051,25.31871453906369,"61.32368176631051,25.318714539063695"
bilberry,pine,plantation,430000,6870000,2019,29,61.95601700275535,25.66539897252187,"61.95601700275535,25.66539897252187"
bilberry,spruce,old,310000,7040000,2019,31,63.43760058498992,23.19015432328583,"63.437600584989916,23.19015432328583"
bilberry,pine,plantation,560000,7270000,2019,31,65.54665834435944,28.29903317642823,"65.54665834435944,28.29903317642823"
bilberry,pine,old,640000,7080000,2019,31,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
bilberry,pine,plantation,550000,6980000,2019,31,62.94639830650993,27.98533934555251,"62.946398306509934,27.985339345552514"
bilberry,spruce,old,320000,7030000,2019,31,63.35322445838526,23.4014322658941,"63.353224458385256,23.4014322658941"
bilberry,pine,old,430000,6910000,2019,30,62.31497453942191,25.64950988837686,"62.31497453942191,25.64950988837686"
bilberry,spruce,plantation,440000,7370000,2019,31,66.44358019442852,25.65452968275375,"66.44358019442852,25.654529682753747"
bilberry,spruce,old,420000,6760000,2019,29,60.96687678811368,25.52232140560452,"60.96687678811368,25.52232140560452"
bilberry,larch,old,280000,6660000,2019,32,60.01813513825719,23.05204571070333,"60.018135138257186,23.052045710703325"
bilberry,pine,old,370000,7480000,2019,32,67.40762267081264,23.96666776067809,"67.40762267081264,23.966667760678085"
bilberry,spruce,plantation,460000,6730000,2019,29,60.70362894165493,26.26724143570159,"60.70362894165493,26.267241435701592"
bilberry,pine,old,640000,7000000,2019,29,63.10220288020577,29.77426907083919,"63.10220288020577,29.774269070839186"
bilberry,pine,plantation,620000,7020000,2019,31,63.28874391295741,29.39315916619856,"63.28874391295741,29.39315916619856"
bilberry,pine,old,620000,7020000,2019,31,63.28874391295741,29.39315916619856,"63.28874391295741,29.39315916619856"
bilberry,birch,seedling,640000,6950000,2019,32,62.65394895103989,29.73224190866118,"62.65394895103989,29.73224190866118"
bilberry,pine,old,660000,6970000,2019,30,62.82505113472511,30.14091537248861,"62.825051134725115,30.140915372488614"
bilberry,pine,old,590000,7190000,2019,30,64.82231406098575,28.89616820964196,"64.82231406098575,28.89616820964196"
bilberry,pine,old,630000,7110000,2019,32,64.09210356940436,29.66720172659216,"64.09210356940436,29.667201726592157"
bilberry,spruce,old,610000,7360000,2019,33,66.3402789226747,29.45690864790391,"66.3402789226747,29.456908647903912"
bilberry,spruce,plantation,570000,7240000,2019,33,65.27557679478303,28.49999468772389,"65.27557679478303,28.499994687723895"
bilberry,pine,plantation,470000,6920000,2019,31,62.41008405966615,26.4194082977983,"62.41008405966615,26.4194082977983"
bilberry,spruce,old,380000,7330000,2019,32,66.06774705289152,24.34837655185306,"66.06774705289152,24.348376551853057"
bilberry,pine,seedling,580000,7260000,2019,33,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
bilberry,spruce,plantation,450000,7320000,2019,35,65.9968676262279,25.89844218184439,"65.9968676262279,25.898442181844388"
bilberry,pine,old,490000,7150000,2019,32,64.47533347586672,26.79201116459836,"64.47533347586672,26.79201116459836"
bilberry,pine,old,340000,6800000,2019,33,61.30122674546548,24.01268664399914,"61.301226745465485,24.012686643999135"
bilberry,birch,plantation,570000,7720000,2019,36,69.57940544236097,28.79788518449983,"69.57940544236097,28.79788518449983"
bilberry,pine,plantation,540000,6770000,2019,33,61.06272178178999,27.74103773545875,"61.06272178178999,27.74103773545875"
bilberry,pine,plantation,370000,7450000,2019,33,67.13889152714616,24.00044236130488,"67.13889152714616,24.00044236130488"
bilberry,pine,seedling,620000,7100000,2019,32,64.00605871491565,29.45437074917693,"64.00605871491565,29.454370749176935"
bilberry,pine,plantation,570000,7410000,2019,35,66.80018695321921,28.59249727980589,"66.80018695321921,28.59249727980589"
bilberry,pine,old,570000,7320000,2019,33,65.99308654415161,28.54201365048702,"65.99308654415161,28.542013650487018"
bilberry,pine,plantation,490000,7130000,2019,31,64.29586376491736,26.79336393895392,"64.29586376491736,26.793363938953917"
bilberry,pine,plantation,560000,7340000,2019,31,66.17451645731465,28.33115995234911,"66.17451645731465,28.331159952349108"
lingonberry,pine,old,640000,7080000,2019,31,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
lingonberry,spruce,old,480000,7030000,2019,31,63.39802750353635,26.59969124978069,"63.398027503536355,26.599691249780687"
lingonberry,pine,old,590000,7190000,2019,32,64.82231406098575,28.89616820964196,"64.82231406098575,28.89616820964196"
lingonberry,open,clearing,560000,7250000,2019,33,65.36725928464682,28.29016499869769,"65.36725928464682,28.29016499869769"
lingonberry,pine,plantation,550000,6860000,2019,33,61.86942603419131,27.95057091804935,"61.86942603419131,27.950570918049355"
lingonberry,birch,seedling,550000,6860000,2019,33,61.86942603419131,27.95057091804935,"61.86942603419131,27.950570918049355"
lingonberry,pine,old,410000,7040000,2019,33,63.47694058879721,25.19347674995947,"63.476940588797206,25.193476749959466"
lingonberry,pine,old,310000,7040000,2019,34,63.43760058498992,23.19015432328583,"63.437600584989916,23.19015432328583"
lingonberry,pine,seedling,400000,7330000,2019,33,66.07470334835045,24.7898713440476,"66.07470334835045,24.789871344047604"
lingonberry,pine,seedling,370000,6740000,2019,33,60.77419171702346,24.61297535506698,"60.77419171702346,24.612975355066975"
lingonberry,pine,plantation,550000,6980000,2019,34,62.94639830650993,27.98533934555251,"62.946398306509934,27.985339345552514"
lingonberry,pine,old,460000,6730000,2019,34,60.70362894165493,26.26724143570159,"60.70362894165493,26.267241435701592"
lingonberry,spruce,old,440000,7060000,2019,34,63.66272145965444,25.78784554414271,"63.66272145965444,25.787845544142705"
lingonberry,pine,old,270000,6710000,2019,35,60.46042571829598,22.81633281722572,"60.46042571829598,22.81633281722572"
lingonberry,pine,old,430000,6910000,2019,35,62.31497453942191,25.64950988837686,"62.31497453942191,25.64950988837686"
lingonberry,pine,plantation,390000,6730000,2019,35,60.69049026191773,24.98554835955919,"60.69049026191773,24.98554835955919"
lingonberry,pine,clearing,440000,7370000,2019,35,66.44358019442852,25.65452968275375,"66.44358019442852,25.654529682753747"
lingonberry,pine,seedling,580000,7260000,2019,35,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
lingonberry,pine,plantation,620000,7010000,2019,35,63.19907222959586,29.38574760913852,"63.19907222959586,29.385747609138516"
lingonberry,pine,old,600000,7360000,2019,36,66.34364161836845,29.233771785672,"66.34364161836845,29.233771785672005"
lingonberry,spruce,seedling,340000,6800000,2019,33,61.30122674546548,24.01268664399914,"61.301226745465485,24.012686643999135"
lingonberry,pine,old,280000,6660000,2019,36,60.01813513825719,23.05204571070333,"60.018135138257186,23.052045710703325"
lingonberry,pine,seedling,320000,7040000,2019,36,63.44279468823597,23.39018189434935,"63.44279468823597,23.390181894349354"
lingonberry,pine,seedling,430000,7020000,2019,36,63.30199940059413,25.60350873283314,"63.30199940059413,25.603508732833145"
lingonberry,pine,clearing,660000,6970000,2019,36,62.82505113472511,30.14091537248861,"62.825051134725115,30.140915372488614"
lingonberry,pine,plantation,650000,7130000,2019,35,64.26323043944537,30.09681796774052,"64.26323043944537,30.096817967740524"
lingonberry,pine,plantation,540000,6770000,2019,32,61.06272178178999,27.74103773545875,"61.06272178178999,27.74103773545875"
lingonberry,pine,old,370000,7480000,2019,37,67.40762267081264,23.96666776067809,"67.40762267081264,23.966667760678085"
lingonberry,pine,seedling,350000,7060000,2019,36,63.63594169773115,23.97175124306635,"63.63594169773115,23.971751243066347"
lingonberry,pine,plantation,370000,7450000,2019,33,67.13889152714616,24.00044236130488,"67.13889152714616,24.00044236130488"
lingonberry,pine,old,410000,6800000,2019,37,61.32368176631051,25.31871453906369,"61.32368176631051,25.318714539063695"
lingonberry,pine,plantation,290000,6930000,2019,38,62.44165992217434,22.92965386387463,"62.44165992217434,22.92965386387463"
lingonberry,pine,old,400000,7320000,2019,38,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
lingonberry,pine,seedling,620000,7100000,2019,32,64.00605871491565,29.45437074917693,"64.00605871491565,29.454370749176935"
lingonberry,pine,plantation,530000,6780000,2019,37,61.15338431100078,27.55736815100883,"61.15338431100078,27.557368151008834"
lingonberry,pine,plantation,570000,7410000,2019,39,66.80018695321921,28.59249727980589,"66.80018695321921,28.59249727980589"
lingonberry,pine,old,560000,7280000,2019,39,65.63635603280639,28.3035179422745,"65.63635603280639,28.303517942274496"
lingonberry,spruce,plantation,430000,6870000,2019,35,61.95601700275535,25.66539897252187,"61.95601700275535,25.66539897252187"
lingonberry,pine,seedling,460000,6730000,2019,38,60.70362894165493,26.26724143570159,"60.70362894165493,26.267241435701592"
lingonberry,spruce,seedling,570000,7240000,2019,36,65.27557679478303,28.49999468772389,"65.27557679478303,28.499994687723895"
lingonberry,pine,seedling,370000,7330000,2019,39,66.06379573866268,24.12773455010225,"66.06379573866268,24.127734550102247"
lingonberry,mixed,old,650000,6930000,2019,33,62.47072901344501,29.90953128425131,"62.47072901344501,29.90953128425131"
lingonberry,pine,plantation,480000,7150000,2019,38,64.47489255508702,26.58402730238922,"64.47489255508702,26.58402730238922"
lingonberry,pine,old,570000,7720000,2019,39,69.57940544236097,28.79788518449983,"69.57940544236097,28.79788518449983"
lingonberry,pine,plantation,640000,7100000,2019,39,63.99857591347621,29.86286108203423,"63.99857591347621,29.86286108203423"
lingonberry,pine,plantation,450000,7320000,2019,40,65.9968676262279,25.89844218184439,"65.9968676262279,25.898442181844388"
lingonberry,pine,plantation,570000,7340000,2019,33,66.17245115382819,28.55292728037216,"66.17245115382819,28.552927280372156"
lingonberry,pine,plantation,290000,6780000,2019,35,61.0983792157712,23.10363083806073,"61.0983792157712,23.10363083806073"
lingonberry,pine,old,490000,7150000,2019,34,64.47533347586672,26.79201116459836,"64.47533347586672,26.79201116459836"
cloudberry,swamp,clearing,640000,7080000,2019,29,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
cloudberry,pine,clearing,360000,7050000,2019,29,63.55041203610168,24.18221667408035,"63.550412036101676,24.182216674080355"
cloudberry,pine,clearing,410000,7040000,2019,29,63.47694058879721,25.19347674995947,"63.476940588797206,25.193476749959466"
cloudberry,pine,old,660000,6970000,2019,29,62.82505113472511,30.14091537248861,"62.825051134725115,30.140915372488614"
cloudberry,pine,plantation,500000,7000000,2019,29,63.12933971078031,27.0,"63.12933971078031,27.0"
cloudberry,pine,clearing,550000,7270000,2019,30,65.5483556910314,28.08257947419481,"65.5483556910314,28.082579474194805"
cloudberry,pine,clearing,580000,7260000,2019,30,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
cloudberry,pine,clearing,590000,7260000,2019,30,65.45004590737179,28.94149616255659,"65.45004590737179,28.94149616255659"
cloudberry,pine,clearing,580000,7260000,2019,30,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
cloudberry,pine,plantation,440000,7040000,2019,29,63.48327023646621,25.7954514894865,"63.48327023646621,25.7954514894865"
cloudberry,pine,seedling,360000,7060000,2019,30,63.64004845090731,24.17332873932159,"63.64004845090731,24.17332873932159"
cloudberry,pine,clearing,350000,7060000,2019,30,63.63594169773115,23.97175124306635,"63.63594169773115,23.971751243066347"
cloudberry,pine,clearing,380000,7450000,2019,30,67.14305089644043,24.23083163842139,"67.14305089644043,24.23083163842139"
cloudberry,open,clearing,570000,7270000,2019,31,65.54465258036804,28.51545297198923,"65.54465258036804,28.51545297198923"
cloudberry,pine,plantation,560000,7270000,2019,31,65.54665834435944,28.29903317642823,"65.54665834435944,28.29903317642823"
cloudberry,spruce,plantation,560000,7270000,2019,31,65.54665834435944,28.29903317642823,"65.54665834435944,28.29903317642823"
cloudberry,pine,clearing,440000,7370000,2019,31,66.44358019442852,25.65452968275375,"66.44358019442852,25.654529682753747"
cloudberry,pine,clearing,560000,7280000,2019,31,65.63635603280639,28.3035179422745,"65.63635603280639,28.303517942274496"
cloudberry,pine,clearing,640000,7000000,2019,29,63.10220288020577,29.77426907083919,"63.10220288020577,29.774269070839186"
cloudberry,pine,clearing,580000,7320000,2019,32,65.99072374551635,28.76218185740364,"65.99072374551635,28.762181857403643"
cloudberry,pine,clearing,560000,7200000,2019,29,64.91874009529114,28.26856894178217,"64.91874009529114,28.268568941782174"
cloudberry,pine,clearing,600000,7360000,2019,33,66.34364161836845,29.233771785672,"66.34364161836845,29.233771785672005"
cloudberry,swamp,clearing,570000,7720000,2019,33,69.57940544236097,28.79788518449983,"69.57940544236097,28.79788518449983"
cloudberry,pine,clearing,450000,7320000,2019,35,65.9968676262279,25.89844218184439,"65.9968676262279,25.898442181844388"
cloudberry,pine,old,400000,7320000,2019,38,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
cloudberry,pine,clearing,400000,7320000,2019,38,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
cloudberry,pine,clearing,570000,7410000,2019,35,66.80018695321921,28.59249727980589,"66.80018695321921,28.59249727980589"
cloudberry,pine,plantation,570000,7340000,2019,31,66.17245115382819,28.55292728037216,"66.17245115382819,28.552927280372156"
bilberry,larch,old,280000,6660000,2020,28,60.01813513825719,23.05204571070333,"60.018135138257186,23.052045710703325"
bilberry,spruce,old,250000,6800000,2020,29,61.25395776353515,22.33770420290147,"61.253957763535155,22.337704202901467"
bilberry,pine,old,410000,7040000,2020,29,63.47694058879721,25.19347674995947,"63.476940588797206,25.193476749959466"
bilberry,pine,old,270000,6710000,2020,29,60.46042571829598,22.81633281722572,"60.46042571829598,22.81633281722572"
bilberry,spruce,old,480000,7030000,2020,29,63.39802750353635,26.59969124978069,"63.398027503536355,26.599691249780687"
bilberry,spruce,old,450000,6760000,2020,29,60.97181150018109,26.07634075546032,"60.97181150018109,26.076340755460322"
bilberry,pine,old,640000,7080000,2020,29,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
bilberry,pine,plantation,420000,6790000,2020,28,61.23611954870839,25.50970513830433,"61.236119548708395,25.50970513830433"
bilberry,pine,plantation,530000,7130000,2020,29,64.29469736885152,27.61988870289101,"64.29469736885152,27.61988870289101"
bilberry,pine,plantation,230000,6720000,2020,29,60.5251189918398,22.07806897486975,"60.525118991839804,22.078068974869748"
bilberry,pine,old,550000,6840000,2020,30,61.68991320469265,27.94504522982603,"61.68991320469265,27.945045229826032"
bilberry,pine,old,550000,6840000,2020,30,61.68991320469265,27.94504522982603,"61.68991320469265,27.945045229826032"
bilberry,pine,plantation,290000,6930000,2020,30,62.44165992217434,22.92965386387463,"62.44165992217434,22.92965386387463"
bilberry,pine,plantation,600000,7050000,2020,30,63.56395967031785,29.01341867019809,"63.56395967031785,29.013418670198092"
bilberry,pine,old,420000,6710000,2020,30,60.51811139408337,25.54280998421112,"60.51811139408337,25.54280998421112"
bilberry,pine,old,510000,6810000,2020,30,61.42372846636539,27.18739283992106,"61.42372846636539,27.187392839921063"
bilberry,spruce,old,490000,6810000,2020,30,61.42372846636539,26.81260716007894,"61.42372846636539,26.812607160078937"
bilberry,pine,old,510000,6810000,2020,30,61.42372846636539,27.18739283992106,"61.42372846636539,27.187392839921063"
bilberry,pine,old,340000,6800000,2020,30,61.30122674546548,24.01268664399914,"61.301226745465485,24.012686643999135"
bilberry,pine,old,380000,6960000,2020,30,62.75068952673502,24.6505471599266,"62.75068952673502,24.650547159926603"
bilberry,spruce,old,390000,6720000,2020,30,60.60076177751631,24.99114302977634,"60.60076177751631,24.991143029776342"
bilberry,pine,old,610000,6840000,2020,30,61.67740315531292,29.07845717885191,"61.677403155312916,29.078457178851906"
bilberry,pine,old,370000,6740000,2020,29,60.77419171702346,24.61297535506698,"60.77419171702346,24.612975355066975"
bilberry,pine,plantation,430000,7020000,2020,30,63.30199940059413,25.60350873283314,"63.30199940059413,25.603508732833145"
bilberry,spruce,old,220000,6840000,2020,30,61.5912107854403,21.72062212194233,"61.5912107854403,21.720622121942327"
bilberry,pine,old,560000,6780000,2020,30,61.14994226622409,28.1146430859665,"61.149942266224095,28.114643085966495"
bilberry,spruce,plantation,370000,7450000,2020,30,67.13889152714616,24.00044236130488,"67.13889152714616,24.00044236130488"
bilberry,pine,old,510000,7240000,2020,31,65.2828926833805,27.21432873491355,"65.2828926833805,27.214328734913547"
bilberry,spruce,plantation,560000,7270000,2020,31,65.54665834435944,28.29903317642823,"65.54665834435944,28.29903317642823"
bilberry,spruce,plantation,440000,7060000,2020,30,63.66272145965444,25.78784554414271,"63.66272145965444,25.787845544142705"
bilberry,spruce,old,340000,6860000,2020,30,61.83911059831635,23.96046232788932,"61.83911059831635,23.960462327889317"
bilberry,spruce,old,320000,7030000,2020,31,63.35322445838526,23.4014322658941,"63.353224458385256,23.4014322658941"
bilberry,pine,plantation,550000,6980000,2020,31,62.94639830650993,27.98533934555251,"62.946398306509934,27.985339345552514"
