berry,main_tree_type,forest_development_class,x,y,year,week_number,Latitude,Longitude,Coordinates
lingonberry,pine,old,480000,7030000,2022,32,63.39802750353635,26.59969124978069,"63.398027503536355,26.599691249780687"
lingonberry,pine,old,610000,7040000,2022,32,63.47131589575937,29.20764765063836,"63.471315895759375,29.20764765063836"
lingonberry,pine,plantation,540000,7130000,2022,32,64.29367682817325,27.82649554604692,"64.29367682817325,27.82649554604692"
lingonberry,pine,plantation,560000,6860000,2022,32,61.86798143940558,28.14064416721968,"61.867981439405575,28.14064416721968"
lingonberry,pine,old,590000,7190000,2022,31,64.82231406098575,28.89616820964196,"64.82231406098575,28.89616820964196"
lingonberry,pine,seedling,650000,7030000,2022,33,63.36707480673363,29.9998904649648,"63.36707480673363,29.999890464964796"
lingonberry,spruce,plantation,560000,7250000,2022,33,65.36725928464682,28.29016499869769,"65.36725928464682,28.29016499869769"
lingonberry,pine,seedling,580000,7260000,2022,33,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
lingonberry,pine,old,330000,6900000,2022,33,62.19326888344806,23.73260785141543,"62.19326888344806,23.732607851415434"
lingonberry,pine,seedling,440000,7370000,2022,33,66.44358019442852,25.65452968275375,"66.44358019442852,25.654529682753747"
lingonberry,pine,plantation,580000,6910000,2022,34,62.31296749193668,28.54333921559879,"62.31296749193668,28.543339215598788"
lingonberry,pine,plantation,390000,6750000,2022,33,60.86994267071796,24.97425009187618,"60.86994267071796,24.974250091876183"
lingonberry,pine,plantation,240000,6930000,2022,34,62.41008070941352,21.96455006782173,"62.41008070941352,21.964550067821726"
lingonberry,pine,plantation,310000,6690000,2022,33,60.30199949034216,23.56118816632156,"60.30199949034216,23.56118816632156"
lingonberry,pine,old,530000,6780000,2022,33,61.15338431100078,27.55736815100883,"61.15338431100078,27.557368151008834"
lingonberry,pine,old,400000,6810000,2022,33,61.41096894323828,25.12665719775865,"61.41096894323828,25.126657197758647"
lingonberry,pine,old,240000,6870000,2022,32,61.87353963442405,22.05307659104899,"61.87353963442405,22.053076591048992"
lingonberry,spruce,old,570000,6760000,2022,34,60.96877461764583,28.293028059004,"60.96877461764583,28.293028059004005"
lingonberry,spruce,old,280000,6660000,2022,34,60.01813513825719,23.05204571070333,"60.018135138257186,23.052045710703325"
lingonberry,pine,old,430000,6910000,2022,33,62.31497453942191,25.64950988837686,"62.31497453942191,25.64950988837686"
lingonberry,pine,old,650000,7130000,2022,32,64.26323043944537,30.09681796774052,"64.26323043944537,30.096817967740524"
lingonberry,pine,plantation,600000,7330000,2022,34,66.07470334835045,29.21012865595239,"66.07470334835045,29.210128655952392"
lingonberry,pine,old,480000,6740000,2022,32,60.79491161245225,26.63258255306271,"60.79491161245225,26.63258255306271"
lingonberry,pine,old,310000,7030000,2022,34,63.3480505044225,23.20202453618103,"63.3480505044225,23.202024536181032"
lingonberry,pine,seedling,570000,7340000,2022,34,66.17245115382819,28.55292728037216,"66.17245115382819,28.552927280372156"
lingonberry,spruce,seedling,340000,6800000,2022,34,61.30122674546548,24.01268664399914,"61.301226745465485,24.012686643999135"
lingonberry,spruce,plantation,580000,7440000,2022,31,67.06671038583723,28.84002284346735,"67.06671038583723,28.84002284346735"
lingonberry,pine,old,420000,6720000,2022,34,60.60786722269408,25.53876497975138,"60.607867222694075,25.538764979751384"
lingonberry,spruce,old,250000,7000000,2022,34,63.04293276915561,22.05353217297576,"63.04293276915561,22.053532172975764"
lingonberry,pine,clearing,570000,7410000,2022,34,66.80018695321921,28.59249727980589,"66.80018695321921,28.59249727980589"
lingonberry,pine,plantation,620000,7010000,2022,35,63.19907222959586,29.38574760913852,"63.19907222959586,29.385747609138516"
lingonberry,pine,old,640000,7080000,2022,35,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
lingonberry,pine,old,510000,7230000,2022,35,65.19316824846959,27.21360317005658,"65.19316824846959,27.213603170056583"
lingonberry,pine,seedling,440000,7060000,2022,35,63.66272145965444,25.78784554414271,"63.66272145965444,25.787845544142705"
lingonberry,pine,old,490000,7150000,2022,34,64.47533347586672,26.79201116459836,"64.47533347586672,26.79201116459836"
lingonberry,pine,old,410000,7040000,2022,34,63.47694058879721,25.19347674995947,"63.476940588797206,25.193476749959466"
lingonberry,pine,old,450000,6760000,2022,35,60.97181150018109,26.07634075546032,"60.97181150018109,26.076340755460322"
lingonberry,spruce,seedling,490000,6820000,2022,35,61.51350079948964,26.8120671509898,"61.51350079948964,26.8120671509898"
lingonberry,pine,old,570000,6870000,2022,35,61.95601700275535,28.33460102747813,"61.95601700275535,28.33460102747813"
lingonberry,pine,plantation,290000,6930000,2022,35,62.44165992217434,22.92965386387463,"62.44165992217434,22.92965386387463"
lingonberry,pine,plantation,350000,7060000,2022,35,63.63594169773115,23.97175124306635,"63.63594169773115,23.971751243066347"
lingonberry,pine,old,250000,6800000,2022,35,61.25395776353515,22.33770420290147,"61.253957763535155,22.337704202901467"
lingonberry,pine,old,510000,6810000,2022,35,61.42372846636539,27.18739283992106,"61.42372846636539,27.187392839921063"
lingonberry,pine,plantation,340000,6860000,2022,35,61.83911059831635,23.96046232788932,"61.83911059831635,23.960462327889317"
lingonberry,pine,old,660000,6970000,2022,35,62.82505113472511,30.14091537248861,"62.825051134725115,30.140915372488614"
lingonberry,pine,old,270000,6710000,2022,35,60.46042571829598,22.81633281722572,"60.46042571829598,22.81633281722572"
lingonberry,pine,plantation,640000,7120000,2022,35,64.17782866350389,29.88134808861879,"64.17782866350389,29.88134808861879"
lingonberry,pine,seedling,530000,6990000,2022,34,63.03834587705324,27.59305447971724,"63.03834587705324,27.59305447971724"
lingonberry,spruce,seedling,540000,7070000,2022,34,63.75529226442818,27.81072638258808,"63.75529226442818,27.81072638258808"
lingonberry,pine,plantation,500000,6910000,2022,35,62.32153225242278,27.0,"62.321532252422784,27.0"
lingonberry,pine,seedling,490000,6820000,2022,35,61.51350079948964,26.8120671509898,"61.51350079948964,26.8120671509898"
lingonberry,pine,old,310000,7040000,2022,35,63.43760058498992,23.19015432328583,"63.437600584989916,23.19015432328583"
lingonberry,mixed,old,630000,6840000,2022,36,61.67115094411896,29.45597925527323,"61.671150944118956,29.45597925527323"
lingonberry,pine,old,610000,6840000,2022,35,61.67740315531292,29.07845717885191,"61.677403155312916,29.078457178851906"
lingonberry,pine,plantation,540000,7340000,2022,36,66.17769428244003,27.88752145392611,"66.17769428244003,27.88752145392611"
lingonberry,spruce,seedling,570000,7240000,2022,36,65.27557679478303,28.49999468772389,"65.27557679478303,28.499994687723895"
lingonberry,pine,old,560000,7280000,2022,34,65.63635603280639,28.3035179422745,"65.63635603280639,28.303517942274496"
lingonberry,pine,old,450000,6740000,2022,36,60.79227340625503,26.08151462092729,"60.79227340625503,26.081514620927287"
lingonberry,pine,plantation,620000,7100000,2022,35,64.00605871491565,29.45437074917693,"64.00605871491565,29.454370749176935"
lingonberry,spruce,seedling,430000,6870000,2022,36,61.95601700275535,25.66539897252187,"61.95601700275535,25.66539897252187"
lingonberry,pine,plantation,370000,7450000,2022,35,67.13889152714616,24.00044236130488,"67.13889152714616,24.00044236130488"
lingonberry,pine,plantation,550000,7370000,2022,37,66.44535030179529,28.1212832161711,"66.44535030179529,28.121283216171097"
lingonberry,open,clearing,560000,6870000,2022,37,61.95773054155541,28.14399257063872,"61.95773054155541,28.143992570638723"
lingonberry,spruce,old,290000,6790000,2022,36,61.18794819224924,23.09256168218762,"61.18794819224924,23.09256168218762"
lingonberry,birch,old,500000,6810000,2022,37,61.42385739006525,27.0,"61.42385739006525,27.0"
lingonberry,pine,plantation,570000,7320000,2022,36,65.99308654415161,28.54201365048702,"65.99308654415161,28.542013650487018"
lingonberry,pine,plantation,430000,7020000,2022,37,63.30199940059413,25.60350873283314,"63.30199940059413,25.603508732833145"
lingonberry,pine,plantation,400000,7320000,2022,34,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
lingonberry,pine,old,370000,6740000,2022,35,60.77419171702346,24.61297535506698,"60.77419171702346,24.612975355066975"
lingonberry,pine,plantation,390000,6730000,2022,37,60.69049026191773,24.98554835955919,"60.69049026191773,24.98554835955919"
lingonberry,pine,plantation,270000,6930000,2022,36,62.42982878806273,22.54333683745657,"62.42982878806273,22.543336837456568"
lingonberry,pine,plantation,480000,7150000,2022,35,64.47489255508702,26.58402730238922,"64.47489255508702,26.58402730238922"
lingonberry,pine,old,420000,7140000,2022,37,64.37637889103851,25.34193331218433,"64.37637889103851,25.341933312184327"
lingonberry,pine,seedling,370000,7330000,2022,36,66.06379573866268,24.12773455010225,"66.06379573866268,24.127734550102247"
lingonberry,spruce,plantation,520000,7300000,2022,35,65.8207478442539,27.43759257958034,"65.8207478442539,27.437592579580336"
lingonberry,spruce,plantation,300000,6900000,2022,38,62.17850031492385,23.15743425228411,"62.17850031492385,23.15743425228411"
lingonberry,pine,old,570000,7720000,2022,38,69.57940544236097,28.79788518449983,"69.57940544236097,28.79788518449983"
lingonberry,pine,plantation,550000,6980000,2022,38,62.94639830650993,27.98533934555251,"62.946398306509934,27.985339345552514"
lingonberry,pine,seedling,450000,7220000,2022,36,65.0998142832232,25.93569202570046,"65.0998142832232,25.93569202570046"
cloudberry,pine,clearing,430000,7400000,2022,28,66.71051424952127,25.41329028245461,"66.71051424952127,25.413290282454607"
cloudberry,pine,clearing,440000,7370000,2022,28,66.44358019442852,25.65452968275375,"66.44358019442852,25.654529682753747"
cloudberry,pine,clearing,410000,7040000,2022,28,63.47694058879721,25.19347674995947,"63.476940588797206,25.193476749959466"
cloudberry,pine,clearing,400000,7320000,2022,28,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
cloudberry,pine,clearing,400000,7320000,2022,28,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
cloudberry,pine,clearing,510000,7320000,2022,28,66.00064945186834,27.22033547249233,"66.00064945186834,27.220335472492327"
cloudberry,pine,plantation,440000,7040000,2022,28,63.48327023646621,25.7954514894865,"63.48327023646621,25.7954514894865"
cloudberry,pine,plantation,530000,7130000,2022,28,64.29469736885152,27.61988870289101,"64.29469736885152,27.61988870289101"
cloudberry,pine,plantation,480000,7290000,2022,29,65.73103180877922,26.56392600967001,"65.73103180877922,26.56392600967001"
cloudberry,pine,clearing,360000,7050000,2022,28,63.55041203610168,24.18221667408035,"63.550412036101676,24.182216674080355"
cloudberry,pine,plantation,650000,7040000,2022,29,63.45669901142515,30.00927673229397,"63.45669901142515,30.009276732293966"
cloudberry,swamp,clearing,640000,7080000,2022,29,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
cloudberry,swamp,clearing,510000,7240000,2022,28,65.2828926833805,27.21432873491355,"65.2828926833805,27.214328734913547"
cloudberry,pine,plantation,550000,7370000,2022,29,66.44535030179529,28.1212832161711,"66.44535030179529,28.121283216171097"
cloudberry,pine,plantation,580000,7310000,2022,29,65.90104939688351,28.75601873530999,"65.90104939688351,28.75601873530999"
cloudberry,pine,clearing,570000,7410000,2022,28,66.80018695321921,28.59249727980589,"66.80018695321921,28.59249727980589"
cloudberry,spruce,old,600000,7050000,2022,29,63.56395967031785,29.01341867019809,"63.56395967031785,29.013418670198092"
cloudberry,open,clearing,590000,7440000,2022,29,67.06389218105015,29.06985106026407,"67.06389218105015,29.069851060264075"
cloudberry,pine,plantation,570000,7340000,2022,30,66.17245115382819,28.55292728037216,"66.17245115382819,28.552927280372156"
cloudberry,pine,clearing,560000,7270000,2022,30,65.54665834435944,28.29903317642823,"65.54665834435944,28.29903317642823"
cloudberry,pine,clearing,580000,7230000,2022,29,65.18360599021689,28.70837067647486,"65.18360599021689,28.70837067647486"
cloudberry,pine,old,660000,6970000,2022,29,62.82505113472511,30.14091537248861,"62.825051134725115,30.140915372488614"
cloudberry,pine,clearing,560000,7280000,2022,29,65.63635603280639,28.3035179422745,"65.63635603280639,28.303517942274496"
cloudberry,pine,clearing,570000,7270000,2022,30,65.54465258036804,28.51545297198923,"65.54465258036804,28.51545297198923"
cloudberry,pine,clearing,580000,7260000,2022,30,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
cloudberry,pine,plantation,490000,7320000,2022,30,66.00064945186834,26.77966452750767,"66.00064945186834,26.779664527507673"
cloudberry,pine,clearing,490000,7470000,2022,30,67.34626194946154,26.76734120543229,"67.34626194946154,26.76734120543229"
cloudberry,swamp,clearing,570000,7720000,2022,30,69.57940544236097,28.79788518449983,"69.57940544236097,28.79788518449983"
cloudberry,pine,clearing,570000,7270000,2022,30,65.54465258036804,28.51545297198923,"65.54465258036804,28.51545297198923"
cloudberry,pine,clearing,380000,7450000,2022,30,67.14305089644043,24.23083163842139,"67.14305089644043,24.23083163842139"
cloudberry,spruce,clearing,500000,7330000,2022,29,66.09052250875135,27.0,"66.09052250875135,27.0"
cloudberry,pine,clearing,570000,7200000,2022,29,64.91679107238355,28.47991761865726,"64.91679107238355,28.47991761865726"
cloudberry,pine,clearing,550000,7270000,2022,29,65.5483556910314,28.08257947419481,"65.5483556910314,28.082579474194805"
cloudberry,pine,clearing,570000,6870000,2022,29,61.95601700275535,28.33460102747813,"61.95601700275535,28.33460102747813"
cloudberry,pine,clearing,580000,7320000,2022,29,65.99072374551635,28.76218185740364,"65.99072374551635,28.762181857403643"
cloudberry,open,clearing,470000,7150000,2022,29,64.47415770882945,26.37605338583101,"64.47415770882945,26.376053385831007"
cloudberry,pine,plantation,380000,7330000,2022,29,66.06774705289152,24.34837655185306,"66.06774705289152,24.348376551853057"
cloudberry,softbirch,clearing,480000,7200000,2022,28,64.9235385116803,26.57708776874099,"64.9235385116803,26.57708776874099"
cloudberry,swamp,clearing,480000,7200000,2022,28,64.9235385116803,26.57708776874099,"64.9235385116803,26.57708776874099"
bilberry,pine,old,340000,6900000,2021,27,62.19766158260127,23.9244681616267,"62.19766158260127,23.924468161626702"
bilberry,pine,old,640000,7080000,2021,27,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
bilberry,pine,plantation,550000,6980000,2021,27,62.94639830650993,27.98533934555251,"62.946398306509934,27.985339345552514"
bilberry,pine,plantation,650000,7130000,2021,27,64.26323043944537,30.09681796774052,"64.26323043944537,30.096817967740524"
bilberry,pine,plantation,540000,7130000,2021,27,64.29367682817325,27.82649554604692,"64.29367682817325,27.82649554604692"
bilberry,spruce,plantation,440000,7060000,2021,28,63.66272145965444,25.78784554414271,"63.66272145965444,25.787845544142705"
bilberry,spruce,old,250000,6800000,2021,28,61.25395776353515,22.33770420290147,"61.253957763535155,22.337704202901467"
bilberry,pine,plantation,340000,6820000,2021,28,61.48052896574242,23.99550825097363,"61.48052896574242,23.995508250973632"
bilberry,pine,old,400000,6810000,2021,28,61.41096894323828,25.12665719775865,"61.41096894323828,25.126657197758647"
bilberry,pine,old,340000,6820000,2021,28,61.48052896574242,23.99550825097363,"61.48052896574242,23.995508250973632"
bilberry,spruce,old,220000,6840000,2021,28,61.5912107854403,21.72062212194233,"61.5912107854403,21.720622121942327"
bilberry,spruce,old,480000,7030000,2021,27,63.39802750353635,26.59969124978069,"63.398027503536355,26.599691249780687"
bilberry,pine,old,450000,7130000,2021,28,64.2923647810838,25.96691708466544,"64.2923647810838,25.966917084665436"
bilberry,spruce,old,490000,6810000,2021,29,61.42372846636539,26.81260716007894,"61.42372846636539,26.812607160078937"
bilberry,pine,old,270000,6710000,2021,29,60.46042571829598,22.81633281722572,"60.46042571829598,22.81633281722572"
bilberry,spruce,plantation,290000,6930000,2021,29,62.44165992217434,22.92965386387463,"62.44165992217434,22.92965386387463"
bilberry,pine,plantation,500000,6880000,2021,29,62.05224217088172,27.0,"62.05224217088172,27.0"
bilberry,pine,old,620000,6830000,2021,29,61.58470648264233,29.2606833191141,"61.58470648264233,29.2606833191141"
bilberry,pine,old,420000,6710000,2021,28,60.51811139408337,25.54280998421112,"60.51811139408337,25.54280998421112"
bilberry,pine,plantation,410000,7070000,2021,29,63.74604073601034,25.17631170817147,"63.746040736010336,25.176311708171472"
bilberry,spruce,plantation,340000,6860000,2021,28,61.83911059831635,23.96046232788932,"61.83911059831635,23.960462327889317"
bilberry,pine,old,660000,6970000,2021,29,62.82505113472511,30.14091537248861,"62.825051134725115,30.140915372488614"
bilberry,spruce,seedling,650000,7030000,2021,29,63.36707480673363,29.9998904649648,"63.36707480673363,29.999890464964796"
bilberry,pine,clearing,570000,7410000,2021,28,66.80018695321921,28.59249727980589,"66.80018695321921,28.59249727980589"
bilberry,pine,old,510000,6810000,2021,29,61.42372846636539,27.18739283992106,"61.42372846636539,27.187392839921063"
bilberry,pine,old,490000,6820000,2021,29,61.51350079948964,26.8120671509898,"61.51350079948964,26.8120671509898"
bilberry,pine,plantation,430000,7020000,2021,29,63.30199940059413,25.60350873283314,"63.30199940059413,25.603508732833145"
bilberry,pine,plantation,590000,6900000,2021,29,62.22097184037899,28.73099987639446,"62.220971840378986,28.730999876394463"
bilberry,spruce,seedling,620000,7010000,2021,29,63.19907222959586,29.38574760913852,"63.19907222959586,29.385747609138516"
bilberry,larch,old,280000,6660000,2021,29,60.01813513825719,23.05204571070333,"60.018135138257186,23.052045710703325"
bilberry,pine,clearing,560000,7340000,2021,29,66.17451645731465,28.33115995234911,"66.17451645731465,28.331159952349108"
bilberry,spruce,old,390000,6720000,2021,29,60.60076177751631,24.99114302977634,"60.60076177751631,24.991143029776342"
bilberry,pine,plantation,230000,6730000,2021,28,60.61457174228083,22.06441777004344,"60.61457174228083,22.064417770043445"
bilberry,mixed,plantation,600000,7330000,2021,29,66.07470334835045,29.21012865595239,"66.07470334835045,29.210128655952392"
bilberry,pine,old,550000,6840000,2021,29,61.68991320469265,27.94504522982603,"61.68991320469265,27.945045229826032"
bilberry,pine,old,550000,6840000,2021,29,61.68991320469265,27.94504522982603,"61.68991320469265,27.945045229826032"
bilberry,spruce,old,600000,7050000,2021,29,63.56395967031785,29.01341867019809,"63.56395967031785,29.013418670198092"
bilberry,pine,seedling,580000,7260000,2021,29,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
bilberry,pine,old,630000,6840000,2021,29,61.67115094411896,29.45597925527323,"61.671150944118956,29.45597925527323"
bilberry,pine,old,610000,6840000,2021,29,61.67740315531292,29.07845717885191,"61.677403155312916,29.078457178851906"
bilberry,pine,old,510000,7240000,2021,30,65.2828926833805,27.21432873491355,"65.2828926833805,27.214328734913547"
bilberry,pine,plantation,560000,7270000,2021,30,65.54665834435944,28.29903317642823,"65.54665834435944,28.29903317642823"
bilberry,pine,old,550000,7370000,2021,30,66.44535030179529,28.1212832161711,"66.44535030179529,28.121283216171097"
bilberry,pine,old,340000,6800000,2021,28,61.30122674546548,24.01268664399914,"61.301226745465485,24.012686643999135"
bilberry,pine,old,490000,7470000,2021,30,67.34626194946154,26.76734120543229,"67.34626194946154,26.76734120543229"
bilberry,pine,old,430000,6910000,2021,30,62.31497453942191,25.64950988837686,"62.31497453942191,25.64950988837686"
bilberry,spruce,old,320000,7030000,2021,31,63.35322445838526,23.4014322658941,"63.353224458385256,23.4014322658941"
bilberry,pine,old,420000,7140000,2021,31,64.37637889103851,25.34193331218433,"64.37637889103851,25.341933312184327"
bilberry,spruce,plantation,440000,7370000,2021,31,66.44358019442852,25.65452968275375,"66.44358019442852,25.654529682753747"
bilberry,pine,old,560000,6860000,2021,30,61.86798143940558,28.14064416721968,"61.867981439405575,28.14064416721968"
bilberry,birch,plantation,570000,7720000,2021,31,69.57940544236097,28.79788518449983,"69.57940544236097,28.79788518449983"
bilberry,spruce,plantation,500000,7330000,2021,30,66.09052250875135,27.0,"66.09052250875135,27.0"
bilberry,pine,old,490000,7130000,2021,30,64.29586376491736,26.79336393895392,"64.29586376491736,26.793363938953917"
bilberry,pine,plantation,350000,7070000,2021,30,63.72556016882466,23.96216413339075,"63.725560168824664,23.96216413339075"
bilberry,pine,plantation,430000,6870000,2021,32,61.95601700275535,25.66539897252187,"61.95601700275535,25.66539897252187"
bilberry,spruce,old,380000,7330000,2021,31,66.06774705289152,24.34837655185306,"66.06774705289152,24.348376551853057"
bilberry,spruce,old,290000,6780000,2021,30,61.0983792157712,23.10363083806073,"61.0983792157712,23.10363083806073"
bilberry,pine,plantation,350000,7060000,2021,32,63.63594169773115,23.97175124306635,"63.63594169773115,23.971751243066347"
bilberry,pine,old,450000,6760000,2021,32,60.97181150018109,26.07634075546032,"60.97181150018109,26.076340755460322"
bilberry,pine,plantation,390000,6750000,2021,29,60.86994267071796,24.97425009187618,"60.86994267071796,24.974250091876183"
bilberry,spruce,plantation,570000,7240000,2021,32,65.27557679478303,28.49999468772389,"65.27557679478303,28.499994687723895"
bilberry,pine,plantation,620000,7100000,2021,30,64.00605871491565,29.45437074917693,"64.00605871491565,29.454370749176935"
bilberry,spruce,old,240000,6870000,2021,28,61.87353963442405,22.05307659104899,"61.87353963442405,22.053076591048992"
bilberry,spruce,plantation,370000,7450000,2021,31,67.13889152714616,24.00044236130488,"67.13889152714616,24.00044236130488"
bilberry,pine,old,590000,7190000,2021,29,64.82231406098575,28.89616820964196,"64.82231406098575,28.89616820964196"
bilberry,spruce,old,240000,6930000,2021,33,62.41008070941352,21.96455006782173,"62.41008070941352,21.964550067821726"
bilberry,spruce,plantation,450000,7320000,2021,32,65.9968676262279,25.89844218184439,"65.9968676262279,25.898442181844388"
bilberry,spruce,old,570000,6870000,2021,29,61.95601700275535,28.33460102747813,"61.95601700275535,28.33460102747813"
bilberry,pine,old,470000,6920000,2021,26,62.41008405966615,26.4194082977983,"62.41008405966615,26.4194082977983"
bilberry,pine,old,310000,7040000,2021,30,63.43760058498992,23.19015432328583,"63.437600584989916,23.19015432328583"
bilberry,pine,plantation,630000,7110000,2021,33,64.09210356940436,29.66720172659216,"64.09210356940436,29.667201726592157"
bilberry,pine,old,490000,7150000,2021,31,64.47533347586672,26.79201116459836,"64.47533347586672,26.79201116459836"
bilberry,spruce,plantation,530000,6990000,2021,35,63.03834587705324,27.59305447971724,"63.03834587705324,27.59305447971724"
bilberry,birch,seedling,540000,7070000,2021,26,63.75529226442818,27.81072638258808,"63.75529226442818,27.81072638258808"
bilberry,pine,old,600000,6860000,2021,29,61.85957851211047,28.90067685282549,"61.85957851211047,28.900676852825494"
bilberry,pine,plantation,530000,6790000,2021,30,61.24315646359449,27.55895638510091,"61.24315646359449,27.55895638510091"
bilberry,pine,plantation,570000,7320000,2021,33,65.99308654415161,28.54201365048702,"65.99308654415161,28.542013650487018"
bilberry,pine,plantation,520000,7300000,2021,31,65.8207478442539,27.43759257958034,"65.8207478442539,27.437592579580336"
bilberry,spruce,plantation,450000,7220000,2021,41,65.0998142832232,25.93569202570046,"65.0998142832232,25.93569202570046"
lingonberry,pine,old,640000,7080000,2021,31,63.81931583038386,29.84463725202124,"63.819315830383864,29.84463725202124"
lingonberry,spruce,old,480000,7030000,2021,31,63.39802750353635,26.59969124978069,"63.398027503536355,26.599691249780687"
lingonberry,pine,plantation,570000,7340000,2021,32,66.17245115382819,28.55292728037216,"66.17245115382819,28.552927280372156"
lingonberry,pine,plantation,540000,7130000,2021,32,64.29367682817325,27.82649554604692,"64.29367682817325,27.82649554604692"
lingonberry,pine,old,250000,6800000,2021,32,61.25395776353515,22.33770420290147,"61.253957763535155,22.337704202901467"
lingonberry,pine,plantation,390000,6750000,2021,32,60.86994267071796,24.97425009187618,"60.86994267071796,24.974250091876183"
lingonberry,pine,plantation,370000,7450000,2021,32,67.13889152714616,24.00044236130488,"67.13889152714616,24.00044236130488"
lingonberry,pine,seedling,650000,7030000,2021,33,63.36707480673363,29.9998904649648,"63.36707480673363,29.999890464964796"
lingonberry,pine,old,580000,6910000,2021,33,62.31296749193668,28.54333921559879,"62.31296749193668,28.543339215598788"
lingonberry,pine,seedling,650000,7130000,2021,33,64.26323043944537,30.09681796774052,"64.26323043944537,30.096817967740524"
lingonberry,spruce,plantation,650000,6930000,2021,33,62.47072901344501,29.90953128425131,"62.47072901344501,29.90953128425131"
lingonberry,spruce,plantation,560000,7250000,2021,33,65.36725928464682,28.29016499869769,"65.36725928464682,28.29016499869769"
lingonberry,pine,plantation,600000,7330000,2021,34,66.07470334835045,29.21012865595239,"66.07470334835045,29.210128655952392"
lingonberry,pine,plantation,290000,6930000,2021,34,62.44165992217434,22.92965386387463,"62.44165992217434,22.92965386387463"
lingonberry,pine,plantation,240000,6930000,2021,33,62.41008070941352,21.96455006782173,"62.41008070941352,21.964550067821726"
lingonberry,spruce,seedling,430000,6870000,2021,34,61.95601700275535,25.66539897252187,"61.95601700275535,25.66539897252187"
lingonberry,pine,old,450000,7130000,2021,33,64.2923647810838,25.96691708466544,"64.2923647810838,25.966917084665436"
lingonberry,pine,old,400000,7320000,2021,34,65.98505421433683,24.79763089779469,"65.98505421433683,24.797630897794686"
lingonberry,pine,old,450000,7320000,2021,34,65.9968676262279,25.89844218184439,"65.9968676262279,25.898442181844388"
lingonberry,pine,plantation,340000,6860000,2021,33,61.83911059831635,23.96046232788932,"61.83911059831635,23.960462327889317"
lingonberry,spruce,clearing,490000,6810000,2021,34,61.42372846636539,26.81260716007894,"61.42372846636539,26.812607160078937"
lingonberry,pine,old,420000,6710000,2021,34,60.51811139408337,25.54280998421112,"60.51811139408337,25.54280998421112"
lingonberry,pine,seedling,620000,6830000,2021,34,61.58470648264233,29.2606833191141,"61.58470648264233,29.2606833191141"
lingonberry,pine,old,430000,6910000,2021,34,62.31497453942191,25.64950988837686,"62.31497453942191,25.64950988837686"
lingonberry,pine,old,570000,6870000,2021,34,61.95601700275535,28.33460102747813,"61.95601700275535,28.33460102747813"
lingonberry,pine,old,270000,6710000,2021,34,60.46042571829598,22.81633281722572,"60.46042571829598,22.81633281722572"
lingonberry,pine,plantation,350000,7070000,2021,32,63.72556016882466,23.96216413339075,"63.725560168824664,23.96216413339075"
lingonberry,pine,plantation,620000,7010000,2021,35,63.19907222959586,29.38574760913852,"63.19907222959586,29.385747609138516"
lingonberry,pine,old,490000,7470000,2021,35,67.34626194946154,26.76734120543229,"67.34626194946154,26.76734120543229"
lingonberry,spruce,old,440000,7060000,2021,34,63.66272145965444,25.78784554414271,"63.66272145965444,25.787845544142705"
lingonberry,pine,old,340000,6900000,2021,34,62.19766158260127,23.9244681616267,"62.19766158260127,23.924468161626702"
lingonberry,spruce,old,280000,6660000,2021,35,60.01813513825719,23.05204571070333,"60.018135138257186,23.052045710703325"
lingonberry,pine,seedling,580000,7260000,2021,34,65.4526573933773,28.72590104157074,"65.4526573933773,28.725901041570737"
lingonberry,pine,old,560000,7280000,2021,35,65.63635603280639,28.3035179422745,"65.63635603280639,28.303517942274496"
lingonberry,pine,seedling,320000,7040000,2021,35,63.44279468823597,23.39018189434935,"63.44279468823597,23.390181894349354"
lingonberry,pine,old,470000,6920000,2021,34,62.41008405966615,26.4194082977983,"62.41008405966615,26.4194082977983"
lingonberry,pine,old,550000,7370000,2021,35,66.44535030179529,28.1212832161711,"66.44535030179529,28.121283216171097"
lingonberry,pine,clearing,440000,7370000,2021,36,66.44358019442852,25.65452968275375,"66.44358019442852,25.654529682753747"
lingonberry,spruce,seedling,340000,6800000,2021,35,61.30122674546548,24.01268664399914,"61.301226745465485,24.012686643999135"
lingonberry,pine,clearing,660000,6970000,2021,35,62.82505113472511,30.14091537248861,"62.825051134725115,30.140915372488614"
lingonberry,pine,plantation,430000,7020000,2021,35,63.30199940059413,25.60350873283314,"63.30199940059413,25.603508732833145"
lingonberry,pine,old,310000,7040000,2021,35,63.43760058498992,23.19015432328583,"63.437600584989916,23.19015432328583"
lingonberry,pine,seedling,370000,7330000,2021,35,66.06379573866268,24.12773455010225,"66.06379573866268,24.127734550102247"
lingonberry,pine,old,590000,7190000,2021,35,64.82231406098575,28.89616820964196,"64.82231406098575,28.89616820964196"
