year,week_number,rovaniemi_temperature,sodankylä_temperature,ivalo_temperature,oulu_temperature,kajaani_temperature,kuopio_temperature,jyväskylä_temperature,tampere_temperature,helsinki_temperature,rov_lat,rov_lon,sod_lat,sod_lon,iva_lat,iva_lon,oul_lat,oul_lon,kaj_lat,kaj_lon,kuo_lat,kuo_lon,jyv_lat,jyv_lon,tam_lat,tam_lon,hel_lat,hel_lon
2021,21,"6,914285714","6,485714286","4,642857143","7,642857143","6,885714286","18,57142857","8,857142857","14,34285714","10,8","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,22,"16,74285714","16,72857143","15,37142857","16,28571429","16,11428571","16,31428571","16,77142857","18,81428571","16,1","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,23,"17,5","17,8","17,84285714","18,1","17,38571429","22,27142857","17,51428571","15,97142857","17,52857143","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,24,"11,21428571","11,44285714","11,11428571","13,68571429","14,84285714","19,74285714","17,58571429","22,45714286","19,01428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,25,"15,04285714","14,48571429","13,2","17,57142857","19,51428571","23,64285714","21,47142857","19,37142857","22,58571429","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,26,"18,51428571","18,47142857","16,68571429",19,"18,97142857","23,55714286","19,18571429","22,01428571","20,51428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,27,"21,41428571","21,74285714","20,97142857","22,61428571","22,52857143","15,72857143","22,41428571","22,72857143","23,17142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,28,"17,65714286","17,31428571","15,95714286","19,58571429","19,6","19,91428571","21,34285714","16,57142857","23,14285714","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,29,"12,21428571","11,38571429","10,08571429","14,95714286","14,15714286","16,18571429","15,37142857","19,34285714","17,07142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,30,"16,15714286","14,35714286","12,02857143","18,61428571","17,5","17,55714286","18,85714286","15,25714286","19,91428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,31,"14,32857143","13,08571429","12,84285714","15,74285714","14,38571429","15,34285714","15,2","17,05714286","16,01428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,32,"15,25714286","14,75714286","14,48571429","16,3","15,74285714","11,1","15,72857143","14,75714286","17,15714286","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,33,"11,35714286","11,05714286","9,885714286","14,17142857","14,01428571","10,5","13,95714286","11,78571429","15,11428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,34,"8,971428571","7,942857143","9,357142857","10,11428571","9,385714286","10,35714286","11,08571429","12,35714286","13,2","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,35,"8,114285714","7,614285714","7,442857143","10,37142857","8,871428571","7,542857143","9,014285714","10,67142857","10,67142857","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
2021,36,"8,157142857","6,928571429","6,928571429","10,24285714","9,585714286","6,1","10,75714286","9,314285714","13,31428571","66,56","25,84","67,37","26,63","68,61","27,42","64,94","25,34","64,28","27,67","63,00","27,81","63,00","27,81","63,00","27,81","60,33","24,96"
